Date,ATM_IV_30D,PUT_IV_30D,CALL_IV_30D,SKEW_30D,ATM_IV_14D,PUT_IV_14D,CALL_IV_14D,SKEW_14D
2021-01-29,0.2466764295027462,0.26217179308940136,0.23218106421368617,0.029990728875715165,0.2647233290147562,0.2836846023943666,0.2662940544481387,0.017390547946227932
2021-02-02,0.21514891901973027,0.24226010109338875,0.2013118413287886,0.04094825976460015,0.2185588853431672,0.2630008582968476,0.21580092860784525,0.04719992968900234
2021-02-04,0.2110794031862528,0.24200843596505345,0.18907471082709254,0.052933725137960894,0.2011085539605895,0.2399896840406628,0.18204402197874625,0.057945662061916536
2021-02-05,0.20301323233028395,0.2457531862734144,0.19191630699985598,0.0538368792735584,0.20695225964060582,0.24109922671679815,0.19881364301418789,0.04228558370261025
2021-02-17,0.20177927810622345,0.22149806085480436,0.18413947631701152,0.03735858453779284,0.18750031058707303,0.22550546470684601,0.18370240496876836,0.04180305973807766
2021-02-23,0.22755536414976535,0.24959053597548397,0.21290529366726796,0.036685242308216015,0.21852125522983515,0.24871631547912587,0.2193778956134246,0.029338419865701255
2021-02-24,0.21949604932459327,0.2424446815922352,0.2050426362980671,0.0374020452941681,0.20660036536040655,0.2456615103394153,0.21022828139617022,0.035433228943245076
2021-02-25,0.21189771358817966,0.23640565504838196,0.19363541054338393,0.04277024450499805,0.20196944233092554,0.23626465310690564,0.20640583389504663,0.02985881921185901
2021-03-03,0.23233922289943898,0.24100099882566983,0.1914399046326094,0.04956109419306041,0.20252295177456991,0.24024844734580486,0.19905834826388802,0.04119009908191684
2021-03-04,0.24365042159192613,0.266120272631629,0.21930088877151183,0.046819383860117185,0.23715656086731546,0.2780263181353275,0.215573639122284,0.06245267901304352
2021-03-17,0.2090566761048378,0.21126176013465645,0.19830419411556113,0.01295756601909532,0.22596308048523406,0.2468976483216725,0.21638606415549486,0.03051158416617764
2021-03-18,0.2037746275085723,0.2176050804091312,0.19843268745675763,0.01917239295237359,0.2221909423818227,0.24597241449295826,0.21877838602164967,0.027194028471308584
2021-03-24,0.21519239832644885,0.23170255283244026,0.20263930212779732,0.029063250704642916,0.23033812363631703,0.25182795165096117,0.22347490267276093,0.028353048978200235
2021-04-13,0.20348762057869255,0.23070919995357753,0.1901496072374008,0.04055959271617674,0.19954309676291368,0.24040488321774728,0.19195725539540703,0.048447627822340245
2021-04-20,0.22359180625783914,0.25581864265087023,0.20209533281538722,0.053723309835483,0.23160921256222766,0.2753134402967081,0.22261486455659313,0.05269857574011499
2021-05-11,0.18997730818801867,0.2130809032331268,0.16849318988774753,0.044587713345379296,0.1837382119411099,0.2148868716712727,0.1760701737353713,0.038816697935901444
2021-05-26,0.16788642820386843,0.1876895830156397,0.15870809780653125,0.02898148520910846,0.15974611897688376,0.19641181268721322,0.15798542608390698,0.03842638660330623
2021-05-27,0.16483857833226237,0.18329602783201768,0.1590909408160186,0.02420508701599908,0.15325444731185334,0.1871046893647641,0.1572174474050705,0.02988724195969361
2021-05-28,0.15153641271682544,0.17241575966836092,0.1509808726371716,0.02143488703118931,0.14085475452789487,0.17581572471172396,0.14135868095716933,0.03445704375455464
2021-06-16,0.14080667326622437,0.16483766813058476,0.12764929354121865,0.03718837458936609,0.14354620879903707,0.18619080565124385,0.13636192952092913,0.049828876130314725
2021-06-18,0.13939231526617502,0.16313770542808842,0.13566462331797743,0.027473082110110982,0.13475148262447822,0.16977411144193802,0.14902797589745248,0.020746135544485535
2021-06-23,0.14605452471788413,0.16691132884502682,0.13699861555721154,0.029912713287815293,0.14935818760139036,0.1866202371167824,0.15526185851343804,0.03135837860334435
2021-06-24,0.13959443125052828,0.16496543945376632,0.12998339697830152,0.034982042475464804,0.14030264693803962,0.18010319702272426,0.13460067932381214,0.045502517698912115
2021-06-29,0.12106704303279214,0.13992541760003707,0.12529977821050853,0.014625639389528544,0.12025903033742148,0.15922610019543018,0.13510326091957633,0.02412283927585384
2021-07-02,0.11173649773550612,0.13156829776569837,0.1204000399507894,0.011168257814908948,0.09798856815931056,0.14301017655675327,0.1184619278068771,0.024548248749876173
2021-07-06,0.11366081304528876,0.13851622511531958,0.12056261584292594,0.017953609272393645,0.10524173720839254,0.16359593819300042,0.12096578727287012,0.04263015092013031
2021-07-14,0.11795926244020888,0.1509452311938752,0.0967954188083261,0.054149812385549126,0.1137933657906908,0.1550996015314696,0.1336438866154757,0.0214557149159939
2021-07-27,0.12455228528453954,0.14792305907505288,0.12344760667463461,0.024475452400418263,0.12023559166956665,0.16903506354281436,0.13499548983806772,0.034039573704746626
2021-07-28,0.12897700200296427,0.1490635766873123,0.1348435445368837,0.014220032150428568,0.12492297323518305,0.16900038135681886,0.1383015680848071,0.030698813272011755
2021-08-24,0.11292700017677856,0.15233203176029164,0.11744812232315471,0.03488390943713693,0.11193609810687095,0.16136609498360524,0.12551063494333953,0.03585546004026569
2021-09-01,0.1129393847037608,0.1429251398065472,0.12406227835256559,0.018862861453981607,0.11902129738466447,0.1679851049242918,0.1416461141865355,0.026338990737756314
2021-09-06,0.1266439362537523,0.16126534563060854,0.1148136593281056,0.046451686302502945,0.12926269969633247,0.17386787496134382,0.1453356983860914,0.02853217657525242
2021-09-14,0.11286251452030911,0.15316460913683283,0.11849892951449181,0.03466567962234102,0.10722811935328219,0.15560747054197474,0.1413851913194346,0.014222279222540126
2021-09-24,0.15300282088397368,0.1884533141984799,0.16236601832929182,0.026087295869188107,0.14627171869502795,0.18228532276715242,0.15603246070611856,0.026252862061033864
2021-09-29,0.17048644886715963,0.1942393347261012,0.16637188525104235,0.02786744947505883,0.16726692590807918,0.20665232944389217,0.1795075841148022,0.027144745329089965
2021-10-11,0.13524352477834595,0.1763114739478725,0.17220822989718632,0.004103244050686183,0.13742195547689232,0.18184863806604643,0.1465345456743497,0.03531409239169671
2021-10-12,0.14158769980332547,0.1489270729395482,0.1429289708679784,0.005998102071569811,0.1356749602646334,0.17335236404635573,0.16122192150698972,0.012130442539366015
2021-10-13,0.14180326670616517,0.18211005662196497,0.13570540274901102,0.046404653872953956,0.1424187988718611,0.18234790362202244,0.1525841741889593,0.029763729433063144
2021-10-20,0.16973384265201863,0.19539639666463593,0.1768793761789584,0.018517020485677525,0.17322060859772553,0.21628385878513434,0.17830629407670529,0.03797756470842906
2021-10-25,0.16584686820095168,0.18437055592891458,0.1657671390737924,0.018603416855122186,0.1674722865117448,0.20029647955524854,0.18284592750637463,0.017450552048873913
2021-10-26,0.1590116620266146,0.17537962958605524,0.15599186524486042,0.019387764341194824,0.1578380809242727,0.19436697483059895,0.17487766058183896,0.019489314248759992
2021-10-27,0.15692719966294,0.17222383009073766,0.15907855638762933,0.013145273703108336,0.1603802657240939,0.19036682583923503,0.1687344163833544,0.02163240945588063
2021-10-29,0.16055876095830487,0.17804542968163148,0.16539730207692496,0.01264812760470654,0.16070603661713653,0.19316447650356736,0.16807148343944536,0.025092993064122
2021-11-02,0.1537792698191477,0.1828810234727145,0.15585370153823153,0.027027321934482984,0.14752873378476733,0.17686819098793233,0.1645288988961186,0.012339292091813725
2021-11-03,0.14199768086884945,0.17516904172082265,0.15148007138378805,0.02368897033703459,0.1377975525245451,0.1748546031093467,0.1531447227919112,0.021709880317435495
2021-11-24,0.14624693217477736,0.19664362614700778,0.13232347911642453,0.06432014703058327,0.14292033147852237,0.18969986625860308,0.14985774229708937,0.039842123961513716
2021-12-01,0.16272300613024587,0.19297862716760733,0.14978078259241034,0.04319784457519698,0.1727747630187723,0.22275457444996072,0.1632366744795889,0.05951789997037186
2021-12-02,0.14829360272775077,0.17907941876886949,0.140839096302678,0.03824032246619148,0.15464244015724035,0.2007470445084394,0.14917827128514283,0.05156877322329656
2021-12-06,0.1759058358949882,0.21711951356700723,0.166503583753995,0.050615929813012245,0.1918822966015901,0.22992801340847357,0.18410756433364334,0.045820449074830245
2021-12-10,0.14820385398920866,0.18145909266303026,0.13204255641046916,0.049416536252561115,0.14049108648289152,0.18211906015619483,0.14272319188966062,0.0393958682665342
2021-12-13,0.14996315979514072,0.16483740787919438,0.15423246594963988,0.01060494192955451,0.16186969569338386,0.20204216174284134,0.15997542848988822,0.04206673325295312
2021-12-29,0.1563487669253028,0.17566960049259644,0.145073413584271,0.030596186908325433,0.1592565211913813,0.19421266310005414,0.15763132181933315,0.03658134128072099
2021-12-30,0.16996103542088783,0.18554555362274222,0.15462987731447356,0.030915676308268684,0.15579434677057505,0.19141589421014693,0.1516574306271714,0.03975846358297552
2021-12-31,0.16753606010216623,0.18668425992333187,0.1531095195634014,0.033574740359930466,0.1464664164584591,0.18200387313897132,0.1460701898094873,0.03593368332948404
2022-01-03,0.18207006164077122,0.20104251295547154,0.1648902487537875,0.03615226420168405,0.15221097347093615,0.1912868705190903,0.15405923668705462,0.03722763383203567
2022-01-06,0.18649277398548653,0.21245987375146566,0.17817237621470627,0.0342874975367594,0.1667823236942109,0.204705064034707,0.15799458548163692,0.04671047855307009
2022-01-07,0.19049543961969298,0.2128681919086961,0.169927757144044,0.042940434764652084,0.1537054863919328,0.19204339185898395,0.1543643084928203,0.03767908336616367
2022-01-10,0.1788028925895005,0.2146207565510055,0.1663880131370697,0.0482327434139358,0.15463080213434943,0.19626061586963292,0.15293898425802002,0.04332163161161289
2022-01-12,0.17034337039380232,0.19860404052107408,0.16064920701047009,0.03795483351060399,0.1450409932547775,0.183551423827506,0.1479003487441177,0.03565107508338831
2022-01-19,0.18042483636909237,0.1934425004286315,0.17495535373757296,0.018487146691058554,0.18653970496506206,0.21123260055613027,0.18737665335903866,0.02385594719709161
2022-01-20,0.18021906672063975,0.1867723383214145,0.1772219874674285,0.009550350853985985,0.1968003557965901,0.21734543248254123,0.19277371466776927,0.024571717814771965
2022-01-25,0.20896080857037586,0.220395020430745,0.20897504037297354,0.01141998005777145,0.2483273655546097,0.2692873907203189,0.24023255929762666,0.029054831422692193
2022-02-02,0.17190629368850932,0.18711008094819676,0.16318449110406288,0.02392558984413386,0.16825598925464677,0.19974601610862638,0.17019612758089842,0.029549888527727983
2022-02-16,0.17572078686159734,0.22742453933800016,0.18518637812345803,0.04223816121454212,0.1987488085246751,0.23808124373680453,0.19287359690274541,0.04520764683405914
2022-02-21,0.2201625125744212,0.2547720138928526,0.19449446328517658,0.060277550607676006,0.23708512069357787,0.2760793911879192,0.21207908946077403,0.06400030172714517
2022-02-23,0.2229352979189243,0.25282115139771294,0.20006052137938393,0.052760630018329015,0.2471179891654864,0.2817492472002862,0.21817422306958584,0.06357502413070039
2022-03-02,0.2710762120850987,0.29805326502494234,0.2528324057674612,0.04522085925748114,0.3065636152905435,0.3727996776373138,0.2900944381780287,0.0827052394592851
2022-03-03,0.26505982352145546,0.30298172118301026,0.2398306297787706,0.06315109140423969,0.28643077506933845,0.3281319620574594,0.25332467351073884,0.07480728854672059
2022-03-04,0.26550188990239293,0.2904652078671761,0.2477454693211158,0.04271973854606032,0.28260754059359183,0.32542562513896783,0.25472098788952763,0.07070463724944023
2022-03-07,0.27952718120745806,0.3052124610907506,0.25834320845745623,0.046869252633294396,0.3163848353003407,0.3579636179580524,0.2944247351640986,0.06353888279395381
2022-03-09,0.25067148491875973,0.28298969574498,0.23589956719464616,0.04709012855033383,0.2786192195511293,0.30994987780624556,0.2504534265377684,0.05949645126847715
2022-03-10,0.2379629625077753,0.27005646157894186,0.21615374740356638,0.053902714175375496,0.25752875566437283,0.29480063181610294,0.23694778207183909,0.05785284974426386
2022-03-16,0.23947084415416153,0.26790398648484715,0.21091120331404944,0.0569927831707977,0.24346027014141458,0.2778838342892968,0.2245955995967296,0.05328823469256719
2022-03-30,0.1980983738732966,0.22635900448653107,0.17601562877987303,0.05034337570665802,0.19242216164944595,0.22356260652899707,0.17863460988267743,0.044927996646319635
2022-04-06,0.17889962645505594,0.20943795773626772,0.16029352474616215,0.04914443299010556,0.17173570699186372,0.20825613956563382,0.1695249249945131,0.03873121457112072
2022-04-13,0.17309045683652513,0.18446971848818625,0.16292852333593907,0.021541195152247155,0.15363290484940956,0.18969565731087026,0.15721331277829925,0.032482344532571004
2022-04-21,0.17147780423645662,0.19581962947525142,0.15678298984685787,0.03903663962839353,0.16071769464502975,0.19857529092556625,0.1612894282914823,0.037285862634083955
2022-04-27,0.19903550897263733,0.21778526107032978,0.18757641366558492,0.030208847404744863,0.19170105988154829,0.2206132282522404,0.18737497773961767,0.03323825051262271
2022-05-04,0.20378298557596958,0.2485804928421357,0.1939717544960658,0.05460873834606992,0.22696514224592274,0.2560703983906435,0.222959057821792,0.03311134056885148
2022-05-11,0.21031707718567147,0.2638868601995121,0.19501393516765406,0.06887292503185805,0.209464073128193,0.23614001664145537,0.21188140767306,0.02425860896839538
2022-05-12,0.2123473629215463,0.259941126510306,0.20782081479079542,0.05212031171951055,0.232705365457604,0.2650092301211906,0.2311415274155486,0.03386770270564199
2022-05-23,0.21908562671955298,0.25894968288525966,0.18957292958608868,0.06937675329917095,0.23243497278525696,0.2645900331810302,0.21962289257502388,0.04496714060600634
2022-05-25,0.23040005192324878,0.262443418923498,0.20083285261377584,0.06161056630972217,0.2407092806297119,0.26926125800970013,0.22400084046467278,0.04526041754502736
2022-06-01,0.18552457511949497,0.21063614840455105,0.17897785661216936,0.03165829179238168,0.1958335689618683,0.224619761869105,0.18664416530519365,0.03797559656391135
2022-06-02,0.18277734521480818,0.20288862840620053,0.17071532581308752,0.03217330259311302,0.19104971863980585,0.21644064624199277,0.1786877943324452,0.03775285190954758
2022-06-07,0.19276177424695715,0.21656752596847406,0.16883085443694412,0.04773667153152994,0.19553087176192893,0.21836813647719008,0.190195386870402,0.028172749606788092
2022-06-08,0.18129413432591354,0.20853545619602754,0.166693659120193,0.04184179707583456,0.18809193492863305,0.21325947412869212,0.18439044504190655,0.028869029086785555
2022-06-09,0.17488188583475076,0.20859078295241995,0.1558932136159675,0.05269756933645244,0.1730089002552952,0.20287156384589888,0.16753223500113545,0.03533932884476343
2022-06-13,0.2126547717734293,0.25649342769046185,0.19847055172162062,0.058022875968841196,0.224944750432456,0.25443919868748666,0.22518566226667833,0.02925353642080835
2022-06-15,0.2195662348600849,0.24977563933748617,0.20068280034776964,0.04909283898971652,0.22938650600688631,0.2562798788927539,0.2205857044904513,0.03569417440230259
2022-06-20,0.20010613959045725,0.2615734920299646,0.1908491061788797,0.0707243858510849,0.2227039204155097,0.2590488567800272,0.21906823980206752,0.039980616977959675
2022-06-21,0.20038169404632167,0.23395526421203172,0.18552765319136366,0.04842761102066806,0.20291574136517612,0.23851128925025541,0.20056189039214814,0.03794939885810728
2022-06-22,0.2052930319633039,0.2363277064405635,0.19001716732014864,0.04631053912041486,0.20870990819083057,0.24165159632722322,0.20644115816178424,0.03521043816543898
2022-06-28,0.20744942904958164,0.22132209822708715,0.19948748964282226,0.021834608584264892,0.20551805476812327,0.230832994556752,0.19820143936966325,0.032631555187088726
2022-06-29,0.21376112870492187,0.23131895183844817,0.2037595461822367,0.027559405656211462,0.21202303202518186,0.2401564314321882,0.1998651801622768,0.0402912512699114
2022-07-06,0.1945723425436857,0.22581602845407753,0.1698859630045335,0.05593006544954402,0.19509516066427798,0.2264278750529731,0.18474440528466576,0.04168346976830734
2022-07-11,0.1822350806250046,0.19609762400380784,0.1482840371638336,0.04781358683997425,0.17101308436738463,0.19807206773712188,0.17125514534859473,0.026816922388527127
2022-07-13,0.17787458112454532,0.20511352099366742,0.1602124744914421,0.044901046502225324,0.181091235739526,0.2043987822484531,0.17934830747264538,0.025050474775807734
2022-07-20,0.15713196313290267,0.18484298764039828,0.1296404136491718,0.05520257399122646,0.15253924196058086,0.1896722938968922,0.1551105402786503,0.0345617536182419
2022-07-22,0.1582770786051302,0.18261479353968108,0.14110355664091198,0.041511236898769094,0.1544335044132905,0.18619733929778207,0.15022069348215566,0.035976645815626415
2022-07-26,0.1743621701351051,0.1905388987801575,0.16624044979258024,0.02429844898757727,0.17631553957217078,0.2054964767518493,0.17293254683376574,0.032563929918083545
2022-07-27,0.17435527230870404,0.19299875236277628,0.16253209479786812,0.030466657564908153,0.1801126216770935,0.20895729973838353,0.17236355289298622,0.03659374684539734
2022-08-03,0.1659604653379322,0.19857633138588143,0.14955755244610217,0.04901877893977925,0.1722642802540427,0.20812766257955218,0.16555277711495364,0.04257488546459852
2022-08-04,0.1716879083269173,0.20550482468767844,0.15484436538923999,0.050660459298438466,0.17514537736699726,0.21307555605350714,0.1667388562928993,0.046336699760607836
2022-08-12,0.16429645899446532,0.18620324580499714,0.14165585754945884,0.04454738825553831,0.14111041913103536,0.1773924087716188,0.14345926761866096,0.033933141152957855
2022-08-17,0.155647483052041,0.1815080659274106,0.1452390010501312,0.03626906487727937,0.1462903059576665,0.19017658167981644,0.14205243635793355,0.0481241453218829
2022-08-18,0.15795451055787824,0.18207676680043353,0.14228412757754225,0.03979263922289127,0.14299635719945908,0.17693995990268707,0.14135009035575052,0.03558986954693655
2022-08-22,0.18215581313290968,0.1957272570645996,0.15943657794896282,0.03629067911563677,0.16755800005408708,0.20286029908788272,0.17273438685598105,0.03012591223190166
2022-08-24,0.17113494186837083,0.18910311814970213,0.154309141463513,0.034793976686189144,0.15719920121111827,0.18986160285237702,0.16315961145846714,0.02670199139390991
2022-08-26,0.15858631599760367,0.18231837706108545,0.14799840507361825,0.034319971987467196,0.15567003857983092,0.18999815892775565,0.15641563045894355,0.03358252846881208
2022-08-29,0.17530038021812172,0.197255400972731,0.15860069036591767,0.038654710606813324,0.17394224965117397,0.2105524782423629,0.17452855995387218,0.03602391828849072
2022-08-30,0.1613826366779323,0.1874590329313408,0.14738133259250263,0.040077700338838174,0.1581394734556735,0.1978192794856757,0.16172646251778552,0.03609281696789018
2022-09-02,0.17499701970297835,0.20228402397256215,0.16108166768954085,0.041202356283021296,0.17598711483444193,0.20549291897331098,0.16812498431681547,0.03736793465649552
2022-09-05,0.17916593045747628,0.2055293584293019,0.16283624868977403,0.042693109739527876,0.18510912539428445,0.21796342823274628,0.17407974392026773,0.04388368431247854
2022-09-07,0.17826503241116634,0.20323154403094237,0.16209836175320655,0.041133182277735825,0.17883172742161,0.20760925929297716,0.17003698397426018,0.03757227531871697
2022-09-09,0.16826482043152416,0.18520999015077017,0.1521647342799794,0.03304525587079077,0.15614500128225375,0.1882139576369704,0.15053922691501118,0.037674730721959246
2022-09-13,0.16472165557779722,0.18278594289270966,0.15324457649229029,0.029541366400419378,0.15857079731414658,0.1954863180134422,0.1498766697259278,0.04560964828751438
2022-09-14,0.17704339545477,0.197923624080776,0.16753827059956347,0.0303853534812125,0.17175029169078374,0.2031412328481798,0.17013449160216357,0.03300674124601624
2022-09-16,0.19284982675310816,0.2045661857857272,0.18444265791586803,0.020123527869859142,0.1953977652883494,0.2220040400149168,0.18958423621804713,0.03241980379686967
2022-09-21,0.18946333467062154,0.204537676200169,0.18004729137216113,0.024490384828007868,0.19635073834975258,0.224058926677086,0.18743652625902157,0.036622400418064416
2022-09-22,0.1828436413598063,0.19739378914099776,0.17705458890392775,0.020339200237069983,0.18343912531106205,0.20546631147906602,0.17684294447239157,0.02862336700667445
2022-09-26,0.21103769938873915,0.2264098720917567,0.19993589022420188,0.026473981867554817,0.22310332904070795,0.2453791305714851,0.2188300091936252,0.02654912137785992
2022-09-28,0.21454306353491145,0.22459954109784083,0.20569945571080722,0.01890008538703363,0.21320943056608097,0.24054878371497576,0.2072011748133369,0.03334760890163884
2022-09-29,0.2049220983391878,0.2298173347949025,0.19370594170176178,0.03611139309314071,0.20532176107248679,0.22484815458636387,0.19920797515290634,0.025640179433457533
2022-09-30,0.19228985756179015,0.21125765461887167,0.18016533846075472,0.03109231615811695,0.18721921040069422,0.2128428454695432,0.1818420536904106,0.03100079177913262
2022-10-04,0.1916440344828024,0.21379172306299843,0.16378151722821688,0.05001020583478155,0.17996079578364732,0.20651385638067232,0.17223749382597806,0.034276362554694274
2022-10-06,0.18283920243009044,0.2144136524303726,0.16107406729383975,0.05333958513653287,0.17162539043678135,0.20210118131602428,0.1687132371690261,0.033387944146998194
2022-10-07,0.18133144162371417,0.20464029907112766,0.16736138307409293,0.03727891599703475,0.17007226962020336,0.19094332206429016,0.1679986019972358,0.022944720067054343
2022-10-12,0.1961234087260751,0.21903895680365956,0.1707100815333243,0.04832887527033528,0.1970573926508609,0.2153273538794573,0.199245579334664,0.0160817745447933
2022-10-17,0.18030300545892183,0.20704283591967013,0.15742759237192366,0.049615243547746476,0.18125293113101237,0.20630464414478386,0.17883347874288497,0.0274711654018989
2022-10-19,0.16439913360916564,0.19513117527405013,0.14693334071570543,0.0481978345583447,0.16137192009572074,0.19064027871490602,0.15978653762934641,0.030853741085559605
2022-10-21,0.16313139998165418,0.18739425031561385,0.1502302810005943,0.03716396931501954,0.15219217243626482,0.17953668190568361,0.15202367318284946,0.027513008722834163
2022-10-24,0.16455698574005564,0.18865808426013597,0.15130510777508338,0.037352976485052584,0.1613950929216965,0.19418327699260501,0.15082379807521917,0.043359478917385834
2022-10-25,0.1612011203112529,0.17418643643583875,0.15144471812824767,0.022741718307591086,0.15389089247433374,0.18473766697566837,0.15280845472464502,0.03192921225102336
2022-10-31,0.1468922687295584,0.17276889542580484,0.1375748884253857,0.03519400700041914,0.1479599289695603,0.1802218804220941,0.1458854930809326,0.03433638734116151
2022-11-02,0.15578742801647988,0.1791672416738218,0.14517001477665842,0.033997226897163384,0.1588661508856826,0.18981415397903006,0.15609333929799973,0.033720814681030324
2022-11-03,0.15017926358163847,0.17730577961598026,0.12405992523972818,0.05324585437625208,0.14715672853002526,0.17489669942819042,0.14501690637183806,0.029879793056352355
2022-11-09,0.14854007933931376,0.17166533615591684,0.12535346410494766,0.04631187205096917,0.1459175759920647,0.18457879370055455,0.1455938343674423,0.03898495933311225
2022-11-10,0.1498447527952396,0.1668349466070189,0.14097164917984886,0.025863297427170025,0.1418894643206261,0.18249150749940668,0.14702015251798084,0.03547135498142584
2022-11-11,0.1339370686310892,0.15702048296409085,0.12915057334189703,0.02786990962219381,0.12674331086730134,0.18444880620205698,0.13014639337076378,0.05430241283129319
2022-11-16,0.13983634677414594,0.16127863232722867,0.1320389820827339,0.02923965024449477,0.1341916106719616,0.1723998665018302,0.1354367261997762,0.03696314030205399
2022-11-17,0.1421238448061519,0.16111633664360486,0.11837167582256024,0.04274466082104463,0.1313781321384156,0.16536028229187316,0.1313234136089072,0.03403686868296596
2022-11-21,0.13066640995917647,0.1557789073575085,0.12809037914432814,0.027688528213180366,0.12950238230183694,0.16592403106593828,0.13888933980618948,0.02703469125974881
2022-11-22,0.12275179003033104,0.14764888290263567,0.12382491801656936,0.023823964886066307,0.1180325951771198,0.16023700935886837,0.13227783490284978,0.027959174456018587
2022-11-23,0.1250590246561797,0.1535709996512525,0.11655047436068587,0.03702052529056665,0.11978595739942441,0.1615310477278794,0.13107978730651226,0.030451260421367112
2022-11-25,0.11671903237743213,0.14395940559002554,0.10660739777159074,0.037352007818434806,0.11109476313650661,0.1519963889447853,0.11853678323661487,0.033459605708170415
2022-11-28,0.1214555757787703,0.15542194706820123,0.10826905412682875,0.04715289294137248,0.12056616832591796,0.16845230976882647,0.12718440050566343,0.04126790926316305
2022-11-30,0.12094172169706942,0.15332095962329925,0.10911588226782395,0.04420507735547531,0.11562498776646211,0.16332841247354019,0.12938864122136248,0.03393977125217772
2022-12-01,0.11902929465205084,0.15662290316579255,0.11026660982429691,0.04635629334149563,0.1152565236874818,0.15975792696588975,0.12379238114021973,0.03596554582567002
2022-12-07,0.12827208455284322,0.1517785192451718,0.1316429441378924,0.020135575107279414,0.12913006840687577,0.16506185153026032,0.14215386901420018,0.02290798251606014
2022-12-12,0.12625952551586372,0.14229302813204583,0.12903270123380559,0.01326032689824024,0.11899382423343903,0.16575581196038794,0.13502795067332687,0.03072786128706108
2022-12-14,0.12052637583167847,0.1449092894874191,0.12710085175446645,0.017808437732952667,0.11630108178373211,0.1754859956624519,0.13162506740892585,0.043860928253526055
2022-12-16,0.1320723679212884,0.14976389372123475,0.13102312675735156,0.01874076696388321,0.12699875102467956,0.1704309026362809,0.1414389612784682,0.028991941357812707
2022-12-19,0.13021015393146135,0.1550251048576132,0.12359954358517403,0.031425561272439166,0.12693647053895535,0.17424683649901418,0.1419249635096335,0.032321872989380704
2022-12-20,0.12929355703230144,0.15455282043707674,0.1203879270437418,0.03416489339333495,0.1227395265191228,0.16760587652641185,0.14042341524133,0.02718246128508182
2022-12-21,0.14759378481182023,0.16352176224812665,0.13628034321450913,0.027241419033617504,0.15233474400989552,0.20209473037033046,0.15457989276259582,0.04751483760773466
2022-12-26,0.15428372614121985,0.1768375457067224,0.14093301786469858,0.0359045278420238,0.1500141959469101,0.1931947260363316,0.15291917599556523,0.04027555004076636
2022-12-28,0.14957531877122446,0.17511547014265394,0.13966582573710762,0.03544964440554632,0.14077102500439934,0.18307373021795975,0.14277327017179559,0.04030046004616418
2022-12-29,0.1439526276803938,0.16751719389065256,0.1396042318443751,0.027912962046277467,0.12559518632221078,0.1649239679514114,0.13319531330319911,0.031728654648212284
2022-12-30,0.14604208246116585,0.16590870186735285,0.139124728126923,0.026783973740429845,0.12912911170911873,0.17145531057333066,0.13334510827724116,0.03811020229608949
