Date,DTE_7D,Smile_Level_7D,Smile_Skew_7D,Smile_Curv_7D,N_Points_7D,Fit_RMSE_7D,DTE_14D,Smile_Level_14D,Smile_Skew_14D,Smile_Curv_14D,N_Points_14D,Fit_RMSE_14D,DTE_30D,Smile_Level_30D,Smile_Skew_30D,Smile_Curv_30D,N_Points_30D,Fit_RMSE_30D,Skew_Term_Slope_30_14,Curv_Term_Slope_30_14,Skew_Term_Slope_14_7,Curv_Term_Slope_14_7,Skew_Term_Slope,Curv_Term_Slope
2021-01-21,7,0.19021075347700664,-0.8751578517911569,29.061935793710436,105.0,0.019512431781047404,14,0.220626403396259,-0.4668831067454229,6.713041960840295,63.0,0.008406386912732232,35,0.21887372404204933,-0.3333017364971065,-0.19027716386299653,80.0,0.005466054573484929,0.1335813702483164,-6.903319124703291,0.408274745045734,-22.34889383287014,0.1335813702483164,-6.903319124703291
2021-01-22,6,0.19230867410236813,-0.3706231783100118,31.449414282336406,118.0,0.02100288803390644,13,0.22906729890921235,-0.3309033070050546,8.381231265084352,77.0,0.008431604519999155,34,0.2149030556102332,-0.3290227616774726,1.3236901732755992,100.0,0.009517554813796823,0.0018805453275820283,-7.057541091808753,0.03971987130495719,-23.068183017252053,0.0018805453275820283,-7.057541091808753
2021-01-25,10,0.24722408007817379,-0.30870197320078685,14.58962421486055,88.0,0.008798474598892648,17,0.2386411851633613,-0.2012696410390981,4.966192187293736,39.0,0.005133897565293835,31,0.22186881930066182,-0.27887364469879994,2.1118733196249195,103.0,0.01237325217808385,-0.07760400365970183,-2.854318867668816,0.10743233216168874,-9.623432027566814,-0.07760400365970183,-2.854318867668816
2021-01-27,8,0.2768593951337064,-0.2877980355005192,16.616956946228918,91.0,0.011096328636411414,15,0.2517888359118786,-0.19874907237318695,6.06148894325418,49.0,0.0032867146439357385,29,0.23650604822889248,-0.18019980514000972,1.6193595705640105,108.0,0.006883561255557329,0.018549267233177236,-4.44212937269017,0.08904896312733224,-10.555468002974738,0.018549267233177236,-4.44212937269017
2021-01-28,7,0.2769123038930447,-0.31977792536365823,16.478733446751395,103.0,0.015463394351484699,14,0.2522860766141972,-0.2166966093988819,10.060067948307669,59.0,0.005877675786264637,28,0.23599275910781445,-0.2903210385605085,2.052696535825875,115.0,0.009332101639082324,-0.07362442916162659,-8.007371412481794,0.10308131596477632,-6.418665498443726,-0.07362442916162659,-8.007371412481794
2021-01-29,6,0.3097144800307048,-0.11319680155363643,17.642658119490385,119.0,0.01569237584105673,13,0.2679070836487445,-0.15411198581266694,9.94228802783663,71.0,0.004407989515356425,27,0.24328433658558563,-0.22570950643915627,3.3648223763663063,120.0,0.005726953395498294,-0.07159752062648933,-6.577465651470324,-0.04091518425903051,-7.700370091653754,-0.07159752062648933,-6.577465651470324
2021-02-02,9,0.22197952997954692,-0.6769414051914123,22.224481353849995,94.0,0.011015299962113211,16,0.22079215665606233,-0.49710040658153337,11.788139318863482,50.0,0.00840117236688671,23,0.21192339431970086,-0.41656673555223467,6.985312385502535,118.0,0.005882130809099642,0.0805336710292987,-4.802826933360947,0.17984099860987895,-10.436342034986513,0.0805336710292987,-4.802826933360947
2021-02-04,7,0.19312161108692832,-0.7142333304367439,26.510124006807313,99.0,0.010500374358566034,14,0.20063608966777144,-0.6150028857187971,13.487311235002583,62.0,0.005186348886122927,21,0.19794445865968593,-0.5662743717954815,8.612794886230933,113.0,0.007308486156276229,0.048728513923315675,-4.87451634877165,0.09923044471794673,-13.02281277180473,0.048728513923315675,-4.87451634877165
2021-02-05,6,0.19687570653014158,-0.8207586155534308,33.6031141345172,115.0,0.017225593257575507,13,0.20541352893604323,-0.5554239809748267,13.904432027562722,78.0,0.004082232651758739,20,0.20401529734631188,-0.5373654470699772,8.476057491230382,119.0,0.007441866473547505,0.01805853390484946,-5.42837453633234,0.26533463457860407,-19.69868210695448,0.01805853390484946,-5.42837453633234
2021-02-17,8,0.17540221442280324,-0.5240391113484932,29.40555101298359,114.0,0.015635934801681153,15,0.18595874884025648,-0.4454270936939552,13.07155191840791,56.0,0.003295407534217344,36,0.19670524571559977,-0.3459433181985171,1.3179310715263073,90.0,0.005477716488499514,0.09948377549543813,-11.753620846881603,0.07861201765453801,-16.33399909457568,0.09948377549543813,-11.753620846881603
2021-02-23,9,0.2060194706478342,-0.3461704912170045,20.72638847239242,103.0,0.01514070451138709,15,0.21863157056942595,-0.3896047010714837,12.145601573758478,55.0,0.004636222211899353,30,0.22019636935509024,-0.4293883413892624,6.094534993961684,116.0,0.006820983309817398,-0.0397836403177787,-6.051066579796794,-0.04343420985447921,-8.58078689863394,-0.0397836403177787,-6.051066579796794
2021-02-24,8,0.1979946150721114,-0.45611269776399965,23.749388941717203,97.0,0.010245289220775567,14,0.2073791123090536,-0.4551712023792981,14.88500441526354,49.0,0.011763728063161357,29,0.21310553720086747,-0.44019285582103906,6.214266062530799,107.0,0.011953082850649218,0.014978346558259026,-8.67073835273274,0.0009414953847015628,-8.864384526453664,0.014978346558259026,-8.67073835273274
2021-02-25,7,0.17825830324097952,-0.43217603582386577,29.032368400994763,107.0,0.012577873909178755,13,0.1958494793308765,-0.3926643482201605,16.54553075557563,68.0,0.004157982353480181,28,0.2050185640238409,-0.36695025457932773,5.36644651793134,119.0,0.009968630888052063,0.02571409364083277,-11.17908423764429,0.03951168760370527,-12.486837645419133,0.02571409364083277,-11.17908423764429
2021-03-03,7,0.19810897785109247,-0.6981217288242552,29.73500725342178,90.0,0.0053440656919236185,15,0.20203107956856037,-0.35147024567635526,11.136526660475228,48.0,0.016059640439050477,22,0.20424302351179086,-0.5101938304127194,6.1064594582777225,115.0,0.007088532236794039,-0.1587235847363641,-5.030067202197506,0.3466514831478999,-18.59848059294655,-0.1587235847363641,-5.030067202197506
2021-03-04,6,0.24704107312504103,-0.8589369266783424,25.21270048652452,100.0,0.011845420265559771,14,0.2325343403024479,-0.7307857674744028,10.504890044106158,56.0,0.006105412563662006,28,0.24035941311825848,-0.8928576693016836,1.8892920669198432,13.0,0.01636103524132602,-0.16207190182728082,-8.615597977186315,0.1281511592039396,-14.70781044241836,-0.16207190182728082,-8.615597977186315
2021-03-17,8,0.22684609336211897,-0.5288296489368025,23.15359510923055,118.0,0.01284261466646745,15,0.2135005927929932,-0.3527043842678011,11.495876558068709,48.0,0.006260790534924721,43,0.18625848270782086,-0.15639620070425903,1.6161219317441207,96.0,0.005882956253038336,0.19630818356354207,-9.879754626324587,0.1761252646690014,-11.657718551161842,0.19630818356354207,-9.879754626324587
2021-03-18,7,0.23070890992701878,-0.43191224873293543,21.61211520513498,122.0,0.01132155418101497,14,0.21584847771088758,-0.27607511283233976,13.526651382787,63.0,0.008868890919337652,42,0.18528553620392665,-0.18389618591256449,3.0669177952165314,101.0,0.006273659330363269,0.09217892691977528,-10.459733587570469,0.15583713590059567,-8.08546382234798,0.09217892691977528,-10.459733587570469
2021-03-24,8,0.23019063746622861,-0.4512294899955892,19.3186110489063,97.0,0.01535690603478721,15,0.21817666435757585,-0.5201156999208616,10.08940630490634,53.0,0.011418213801638516,36,0.20416739310273002,-0.3348228556213954,3.44890686573855,110.0,0.005725610298155824,0.1852928442994662,-6.64049943916779,-0.06888620992527239,-9.229204743999958,0.1852928442994662,-6.64049943916779
2021-04-13,9,0.19170116652569322,-0.8377952597551555,21.810247243988584,90.0,0.011410902362043469,16,0.19903376538345507,-0.6337052879560754,11.58247305735121,112.0,0.011195217197835415,16,0.19903376538345507,-0.6337052879560754,11.58247305735121,112.0,0.011195217197835415,0.0,0.0,0.20408997179908006,-10.227774186637374,0.0,0.0
2021-04-20,9,0.23103595558252266,-0.7249608356784045,16.616239379816825,116.0,0.012728571722444588,16,0.23145394182699727,-0.6599567687052645,9.3412047207553,53.0,0.005995375366713743,37,0.21776162019579526,-0.5393506566902785,2.0155800478616843,82.0,0.007334783322848884,0.12060611201498606,-7.325624672893616,0.06500406697313998,-7.275034659061525,0.12060611201498606,-7.325624672893616
2021-05-11,9,0.16097079553716748,-0.621393634970794,24.016588800849277,88.0,0.008997195646330076,16,0.17872007777610388,-0.5437201188943496,12.204521929533296,106.0,0.009827545347005182,23,0.1880495125930003,-0.4483766647868973,2.1424750119824787,25.0,0.004520636388050936,0.09534345410745226,-10.062046917550818,0.07767351607644446,-11.81206687131598,0.09534345410745226,-10.062046917550818
2021-05-26,8,0.155080663232836,-0.5005150135538949,29.734284014496186,84.0,0.00437317182142926,15,0.15584429717136047,-0.3797388116024963,13.424930289583662,46.0,0.004768007790613044,29,0.1613385432539447,-0.46739446714465327,7.9184129956024165,93.0,0.005426914337345448,-0.08765565554215698,-5.506517293981245,0.12077620195139865,-16.309353724912526,-0.08765565554215698,-5.506517293981245
2021-05-27,7,0.14242898806031778,-0.44263355048947806,34.02815943914767,98.0,0.017864046098193056,14,0.14933329707638662,-0.3055536610705192,17.53264049531832,55.0,0.00689475766602429,28,0.15736332086146,-0.41940769115180115,8.972863789543123,103.0,0.009738548300420403,-0.11385403008128198,-8.559776705775196,0.13707988941895888,-16.495518943829353,-0.11385403008128198,-8.559776705775196
2021-05-28,6,0.1379870318758732,-0.642769441513453,38.91875526094514,105.0,0.009926708789428628,13,0.1350602343106179,-0.390377439768016,19.973791611418452,65.0,0.005479106032391025,27,0.1467133735665645,-0.4644423530434976,9.24788370637711,104.0,0.006242823768058056,-0.07406491327548165,-10.725907905041343,0.2523920017454371,-18.944963649526688,-0.07406491327548165,-10.725907905041343
2021-06-16,8,0.1500761049129741,-0.4855199264901682,27.74157065980385,103.0,0.015718536212931608,15,0.13304187815190377,-0.5162076380010244,23.388826817266793,48.0,0.007246217757032286,43,0.13484845113142202,-0.293400911867964,3.8149060538768538,72.0,0.007214595350846417,0.2228067261330604,-19.57392076338994,-0.030687711510856253,-4.3527438425370555,0.2228067261330604,-19.57392076338994
2021-06-18,6,0.14791607457095693,-0.4846516998474686,33.97432104196677,107.0,0.02656245127625791,13,0.13348386273963958,-0.24108741438944592,21.810087751975818,68.0,0.00712256794002333,20,0.13497612374847662,-0.27117157156787763,9.648950330383418,25.0,0.004195984092857335,-0.030084157178431714,-12.1611374215924,0.24356428545802267,-12.16423328999095,-0.030084157178431714,-12.1611374215924
2021-06-23,8,0.1469583359777079,-0.45546810847282604,32.881902214751854,87.0,0.010837983072594882,15,0.1445851141678005,-0.3107372089875209,18.112001460496877,38.0,0.003643085423801738,36,0.13779516354369478,-0.3009730272578911,6.386575403346304,94.0,0.007806801770453916,0.009764181729629784,-11.725426057150575,0.14473089948530515,-14.769900754254977,0.009764181729629784,-11.725426057150575
2021-06-24,7,0.13518734878353988,-0.5475993704795854,34.665339647137834,92.0,0.007385975165340907,14,0.13691495217666913,-0.4409772054144868,17.555972616861837,45.0,0.0038836879679016944,35,0.1349186825946681,-0.36099657328776846,6.411782384973261,98.0,0.009192058515345226,0.07998063212671835,-11.144190231888576,0.10662216506509858,-17.109367030275997,0.07998063212671835,-11.144190231888576
2021-06-29,9,0.12392945051828322,-0.36422167657311055,32.78310743758838,78.0,0.01362237300501935,16,0.11692748883989504,-0.1917158431456059,19.144266901319426,31.0,0.004030797545680885,30,0.11557219301882793,-0.22860132735256183,11.19251536765028,99.0,0.006588142987303219,-0.03688548420695592,-7.951751533669146,0.17250583342750464,-13.638840536268951,-0.03688548420695592,-7.951751533669146
2021-07-02,6,0.11190022702608765,-0.3302347072502321,40.326482289238704,92.0,0.01554646586913408,13,0.09732094667050241,-0.42295167098967457,31.333400349562247,53.0,0.004258881326500805,27,0.10509852785896205,-0.29330198892184756,12.809635128749447,96.0,0.005635346647602737,0.129649682067827,-18.5237652208128,-0.09271696373944249,-8.993081939676458,0.129649682067827,-18.5237652208128
2021-07-06,9,0.10759174851456423,-0.5088184695868043,43.39543575216925,62.0,0.007250448372211788,16,0.10525951339894901,-0.42438495152201033,28.402328055057584,29.0,0.0018137929565310196,23,0.10745514984242421,-0.36027255703240535,16.035646562171365,97.0,0.008281523516334916,0.06411239448960498,-12.366681492886219,0.08443351806479399,-14.993107697111665,0.06411239448960498,-12.366681492886219
2021-07-14,8,0.11105311583351422,-0.6432509949507896,39.84527299215317,72.0,0.009247079810476027,15,0.11186159637162939,-0.4307252439995093,24.0719746868581,98.0,0.005976669935780626,22,0.11600801427889898,-0.5400503640994017,10.383841345779537,20.0,0.0017869827322935941,-0.10932512009989237,-13.688133341078562,0.21252575095128035,-15.773298305295071,-0.10932512009989237,-13.688133341078562
2021-07-27,9,0.12354549080357091,-0.45189440876285025,33.739486984066595,77.0,0.010246010957863273,16,0.11886270364137934,-0.46399243051536054,20.510931742745303,51.0,0.0041427190944114504,30,0.1188885258440343,-0.35419333153150573,11.370214165338844,85.0,0.0066079190325745935,0.10979909898385481,-9.140717577406459,-0.01209802175251029,-13.228555241321292,0.10979909898385481,-9.140717577406459
2021-07-28,8,0.13250312542218357,-0.4570654726520762,33.62777405539525,84.0,0.014387629191456214,15,0.12092086683074368,-0.4474476827028073,24.23168985210095,61.0,0.004006980524976047,29,0.12397100641553566,-0.3311663570543482,11.375293831703674,96.0,0.006220947802401216,0.11628132564845911,-12.856396020397275,0.009617789949268873,-9.3960842032943,0.11628132564845911,-12.856396020397275
2021-08-24,9,0.1146874614176725,-0.6349032233894054,39.947385324184346,83.0,0.005079360846281286,16,0.1108038363526472,-0.45417011349566416,25.567897213373584,54.0,0.0025407953437583054,37,0.1089546964707519,-0.36136599616915815,9.900308055271637,109.0,0.006283332236950431,0.09280411732650601,-15.667589158101947,0.18073310989374125,-14.379488110810762,0.09280411732650601,-15.667589158101947
2021-09-01,8,0.12757401746125246,-0.7299471578831569,41.118502948143835,104.0,0.018762547646545155,15,0.11831218748809483,-0.36572945024163706,31.402522438775947,69.0,0.0044656981097902,29,0.11046244259968999,-0.2894113564544778,15.127064965008536,124.0,0.010053885509444202,0.07631809378715926,-16.27545747376741,0.36421770764151984,-9.715980509367888,0.07631809378715926,-16.27545747376741
2021-09-06,10,0.13019532049882634,-0.43243351980925815,31.635262352967693,92.0,0.006804493995789143,17,0.12795354626348462,-0.21052125200041927,22.819905875666805,48.0,0.0049334446532789235,24,0.12472824465905753,-0.24878100624750443,16.567392997309646,125.0,0.004445670169162568,-0.038259754247085165,-6.252512878357159,0.22191226780883888,-8.815356477300888,-0.038259754247085165,-6.252512878357159
2021-09-14,9,0.10766959627893803,-0.5067509410157174,39.29320192375771,78.0,0.006630312236366617,16,0.10850422330547657,-0.42171723961721996,26.056054790124477,122.0,0.007672329083538113,23,0.11171361740186486,-0.3054142300103993,21.013625124553315,26.0,0.0017068529992120757,0.11630300960682066,-5.042429665571163,0.08503370139849742,-13.23714713363323,0.11630300960682066,-5.042429665571163
2021-09-24,6,0.13687707794459208,-0.5112221770477194,42.61424153607895,132.0,0.016272831715936083,13,0.1457768438263997,-0.4069801192155338,21.426442315778715,93.0,0.004561618417504775,27,0.15322945261127646,0.18175941828508513,20.572167768699074,21.0,0.0047761880301731025,0.5887395375006189,-0.8542745470796405,0.10424205783218565,-21.187799220300235,0.5887395375006189,-0.8542745470796405
2021-09-29,8,0.15903652416420783,-0.3108096513971452,30.17074454644374,98.0,0.006897030860963277,15,0.16991146114145408,-0.2794180702293525,17.502805041114172,58.0,0.003166090244522695,29,0.17073713223551495,-0.24626386136894077,7.171470498072836,113.0,0.006288742879086836,0.03315420886041173,-10.331334543041336,0.031391581167792726,-12.667939505329567,0.03315420886041173,-10.331334543041336
2021-10-11,10,0.13103998370027256,-0.49033286161095346,29.853558661929064,85.0,0.0047125534492987705,17,0.13785390969185615,-0.432406665832056,19.105462258500246,110.0,0.009743196599433006,23,0.14248241336931672,-0.2972150536112245,15.778206672841813,32.0,0.0025415549172721924,0.13519161222083148,-3.327255585658433,0.05792619577889746,-10.748096403428818,0.13519161222083148,-3.327255585658433
2021-10-12,9,0.13155672435226276,-0.5035651826058489,32.60390762576153,86.0,0.010847865747282564,16,0.13609893704641224,-0.44851175895458584,23.6545622543255,112.0,0.013508140914109248,22,0.14120946016496916,-0.23769750736995843,15.25464153924898,34.0,0.002699399691155453,0.2108142515846274,-8.399920715076522,0.05505342365126309,-8.949345371436028,0.2108142515846274,-8.399920715076522
2021-10-13,8,0.1321999700094882,-0.5951495008663128,37.44990565455662,99.0,0.006049802741489825,15,0.14074168567296377,-0.49875065426140297,18.14384110094379,114.0,0.005564366646430989,29,0.13968795073805404,-0.39120220695819286,19.75514856376348,19.0,0.0025131114976890143,0.10754844730321012,1.611307462819692,0.09639884660490983,-19.306064553612835,0.10754844730321012,1.611307462819692
2021-10-20,8,0.1696806186461306,-0.6124597712717244,29.668868772719897,130.0,0.011817884397314949,14,0.16863277306551752,-0.3556383064659482,21.90743761053365,72.0,0.007807040586800924,36,0.1660781912835672,-0.21773629370187314,8.872517148857666,113.0,0.00478419294246202,0.13790201276407504,-13.034920461675982,0.25682146480577617,-7.761431162186248,0.13790201276407504,-13.034920461675982
2021-10-25,9,0.1675091132277815,-0.34190115491073936,25.87567697678542,96.0,0.00912834903972269,17,0.1632836735379472,-0.06627736676111456,14.627523146243075,53.0,0.0037298289482371144,31,0.1635376655196445,-0.20595562018534758,7.588031063748278,122.0,0.0048005484015146834,-0.139678253424233,-7.039492082494797,0.2756237881496248,-11.248153830542346,-0.139678253424233,-7.039492082494797
2021-10-26,8,0.15590044382529428,-0.41526931776555287,31.276804322304685,94.0,0.008056891083792749,16,0.15206427451135499,-0.16027916180842428,17.577905813734894,57.0,0.0038315609660565624,30,0.15395986739465217,-0.21120125486354374,8.672967895773048,116.0,0.005552336426843369,-0.050922093055119466,-8.904937917961846,0.2549901559571286,-13.69889850856979,-0.050922093055119466,-8.904937917961846
2021-10-27,7,0.16250824962371502,-0.28262432889753475,32.18238977865653,104.0,0.02053696422346496,15,0.153893243182922,-0.16663007942963426,16.687221112138687,65.0,0.005860999030436572,29,0.15570490352652683,-0.16690236807612702,7.494373188140932,123.0,0.00773111295074929,-0.00027228864649275764,-9.192847923997755,0.11599424946790049,-15.495168666517841,-0.00027228864649275764,-9.192847923997755
2021-10-29,5,0.17607475165604203,0.11835614926470828,37.77131495336807,122.0,0.03154794490039839,13,0.15900152157318104,-0.22027307322831124,18.3668705613307,93.0,0.005977818190330317,27,0.15830118530085324,-0.25108039155973716,8.431487366052018,139.0,0.00603933858238653,-0.030807318331425915,-9.935383195278682,-0.3386292224930195,-19.40444439203737,-0.030807318331425915,-9.935383195278682
2021-11-02,9,0.14539883182836807,-0.18087923240212622,25.744812850858438,103.0,0.007783568430604011,16,0.1492250282720497,-0.13948112944869373,14.653091973998817,61.0,0.004947354869977758,23,0.14779147536452714,-0.1688262210335818,11.64313887856077,126.0,0.004193382815553916,-0.029345091584888072,-3.009953095438048,0.04139810295343249,-11.09172087685962,-0.029345091584888072,-3.009953095438048
2021-11-03,8,0.13025848001933235,-0.16578661837791664,29.357943605219894,104.0,0.008542276309697243,15,0.13972588856408327,-0.23886850713739283,18.486420340258995,64.0,0.004656479247882969,22,0.1420015315325509,-0.15116436834144054,12.698876014613775,127.0,0.006717924785721511,0.08770413879595229,-5.78754432564522,-0.07308188875947619,-10.8715232649609,0.08770413879595229,-5.78754432564522
2021-11-24,8,0.15732738367902394,-0.30980711196243393,30.44985834922658,111.0,0.029168459911019632,15,0.14182994373053484,-0.28724489516403484,17.721400581761227,73.0,0.006395364345526827,36,0.13947882143356055,-0.31157653049304856,7.471208495344468,126.0,0.0081305458396247,-0.024331635329013723,-10.250192086416758,0.022562216798399093,-12.728457767465354,-0.024331635329013723,-10.250192086416758
2021-12-01,8,0.18052873354266016,-0.7171452091970166,24.62673012601197,103.0,0.018583108548403157,15,0.1686058683697355,-0.8320150419936776,14.660121859272893,72.0,0.007897914701716156,29,0.15643925299404304,-0.6440589372962905,10.211473866582356,129.0,0.008605989182134366,0.1879561046973871,-4.448647992690537,-0.11486983279666096,-9.966608266739078,0.1879561046973871,-4.448647992690537
2021-12-02,7,0.15934302174474785,-0.5607546213333463,28.082800011018126,122.0,0.013900489080735354,14,0.1535390308069232,-0.624764759784227,16.43770120942667,85.0,0.008985744299012931,28,0.14492589064715156,-0.6425701002558352,10.537993598487919,133.0,0.005606323246371789,-0.0178053404716082,-5.899707610938751,-0.06401013845088066,-11.645098801591455,-0.0178053404716082,-5.899707610938751
2021-12-06,10,0.19156098547586617,-0.462549599220511,17.48527162463325,100.0,0.006378113641395583,17,0.18786843070473275,-0.5585531195262732,9.325926392492214,60.0,0.0027981415042609933,24,0.17863504418266757,-0.5402107101045819,9.094485984552914,125.0,0.004890306243389745,0.018342409421691297,-0.23144040793929932,-0.0960035203057622,-8.159345232141035,0.018342409421691297,-0.23144040793929932
2021-12-10,6,0.1518360785534934,-0.3586216295253237,29.566787601752452,123.0,0.014989603808845403,13,0.13643666909861452,-0.489911217679454,20.092953584257593,86.0,0.006351130895106003,20,0.13957901410889617,-0.5111760730438273,13.169575674163584,125.0,0.00713704984077598,-0.02126485536437328,-6.923377910094009,-0.13128958815413028,-9.473834017494859,-0.02126485536437328,-6.923377910094009
2021-12-13,10,0.1577944064848837,-0.34220685107354254,21.595806996788603,89.0,0.0072418115761122585,17,0.15340912910584725,-0.39304275536776256,14.32965019249109,124.0,0.004947320887494633,24,0.15086025571042658,-0.4907863765359829,13.202219884960188,27.0,0.0017588095044741888,-0.09774362116822033,-1.1274303075309025,-0.050835904294220025,-7.266156804297513,-0.09774362116822033,-1.1274303075309025
2021-12-29,8,0.16021544852509165,-0.48166441026568085,25.318922799218434,115.0,0.011300110580631923,15,0.152527757552833,-0.44493728671408905,15.118812214738771,68.0,0.0054546462865315256,29,0.14817230583917831,-0.4243772821347298,7.753729586377518,116.0,0.007748472164711794,0.020560004579359248,-7.365082628361253,0.0367271235515918,-10.200110584479663,0.020560004579359248,-7.365082628361253
2021-12-30,7,0.1527608267881821,-0.4194826604574835,27.373603428871412,117.0,0.013561287710419269,14,0.1500626187595398,-0.5330442575943305,15.837266634235935,78.0,0.005848639711965304,28,0.15077454221388636,-0.4094712166080721,8.803562407401309,121.0,0.004975086373067989,0.12357304098625838,-7.033704226834626,-0.11356159713684699,-11.536336794635478,0.12357304098625838,-7.033704226834626
2021-12-31,6,0.14501676881877532,-0.4915577202941186,31.661834561437804,128.0,0.01589311711264277,13,0.14087492415843592,-0.4816118886962104,17.871345407241943,104.0,0.005731870342292556,27,0.14454037638434047,-0.5162231628489629,9.811219133306764,125.0,0.006484875851363486,-0.03461127415275245,-8.060126273935179,0.009945831597908183,-13.79048915419586,-0.03461127415275245,-8.060126273935179
2022-01-03,10,0.15198532660176606,-0.4142204373971681,22.568537132817987,108.0,0.015666751963554618,17,0.1507336952336659,-0.5148792600055198,13.011080287438196,49.0,0.0043235831379203815,24,0.1469513416823936,-0.45794990782154005,10.549631667408342,129.0,0.003799739735508929,0.05692935218397971,-2.461448620029854,-0.10065882260835168,-9.557456845379791,0.05692935218397971,-2.461448620029854
2022-01-06,7,0.15878509738988827,-0.584566852156599,29.70119486267649,121.0,0.007728992193864605,14,0.16124270627152154,-0.5035545615729637,15.92892496753866,65.0,0.004054824739174781,28,0.1873087249041517,-0.3102843270576894,7.234329708533773,19.0,0.004411008917888788,0.19327023451527436,-8.694595259004887,0.08101229058363524,-13.772269895137832,0.19327023451527436,-8.694595259004887
